doc_id,entity_text,label
NER4-0023,"$18,900",MONEY
NER4-0024,2026-05-09,DATE
NER4-0024,Ana Ruiz,PERSON
NER4-0024,Nova Retail,ORG
NER4-0024,London,GPE
NER4-0024,$980,MONEY
NER4-0025,2026-07-21,DATE
NER4-0025,Liam Walker,PERSON
NER4-0025,Fabrikam Ops,ORG
NER4-0025,Dublin,GPE
NER4-0025,$980,MONEY
NER4-0026,2026-06-14,DATE
NER4-0026,Maria Lopez,PERSON
NER4-0026,Northwind Group,ORG
NER4-0026,Madrid,GPE
NER4-0026,"$4,850",MONEY
NER4-0027,2026-08-05,DATE
NER4-0027,Liam Walker,PERSON
NER4-0027,Fabrikam Ops,ORG
NER4-0027,New York,GPE
NER4-0027,"$18,900",MONEY
NER4-0028,2026-08-05,DATE
NER4-0028,John Miller,PERSON
NER4-0028,Northwind Group,ORG
NER4-0028,Rome,GPE
NER4-0028,"$12,400",MONEY
NER4-0029,2026-03-18,DATE
NER4-0029,Emma Rossi,PERSON
NER4-0029,Helios Energy,ORG
NER4-0029,New York,GPE
NER4-0029,"$4,850",MONEY
NER4-0030,2026-05-09,DATE
NER4-0030,Ana Ruiz,PERSON
NER4-0030,Fabrikam Ops,ORG
NER4-0030,London,GPE
NER4-0030,"$3,760",MONEY
NER4-0031,2026-08-05,DATE
NER4-0031,Ana Ruiz,PERSON
NER4-0031,Fabrikam Ops,ORG
NER4-0031,London,GPE
NER4-0031,$980,MONEY
NER4-0032,2026-02-03,DATE
NER4-0032,David Chen,PERSON
NER4-0032,Apex Systems,ORG
NER4-0032,Berlin,GPE
NER4-0032,"$12,400",MONEY
NER4-0033,2026-06-14,DATE
NER4-0033,Emma Rossi,PERSON
NER4-0033,Nova Retail,ORG
NER4-0033,Berlin,GPE
NER4-0033,"$18,900",MONEY
NER4-0034,2026-08-05,DATE
NER4-0034,Sofia Carter,PERSON
NER4-0034,Apex Systems,ORG
NER4-0034,Paris,GPE
NER4-0034,"$12,400",MONEY
NER4-0035,2026-06-14,DATE
NER4-0035,Ana Ruiz,PERSON
NER4-0035,Fabrikam Ops,ORG
NER4-0035,London,GPE
NER4-0035,$980,MONEY
NER4-0036,2026-07-21,DATE
NER4-0036,John Miller,PERSON
NER4-0036,Northwind Group,ORG
NER4-0036,Rome,GPE
NER4-0036,"$18,900",MONEY
NER4-0037,2026-02-03,DATE
NER4-0037,David Chen,PERSON
NER4-0037,Apex Systems,ORG
NER4-0037,Paris,GPE
NER4-0037,"$25,000",MONEY
NER4-0038,2026-06-14,DATE
NER4-0038,John Miller,PERSON
NER4-0038,Orion Logistics,ORG
NER4-0038,London,GPE
NER4-0038,$980,MONEY
NER4-0039,2026-06-14,DATE
NER4-0039,John Miller,PERSON
NER4-0039,Northwind Group,ORG
NER4-0039,Berlin,GPE
NER4-0039,"$18,900",MONEY
NER4-0040,2026-04-22,DATE
NER4-0040,Maria Lopez,PERSON
NER4-0040,Helios Energy,ORG
NER4-0040,Madrid,GPE
NER4-0040,"$18,900",MONEY
NER4-0041,2026-03-18,DATE
NER4-0041,Emma Rossi,PERSON
NER4-0041,Northwind Group,ORG
NER4-0041,Lisbon,GPE
NER4-0041,$980,MONEY
NER4-0042,2026-08-05,DATE
NER4-0042,John Miller,PERSON
NER4-0042,Contoso Labs,ORG
NER4-0042,Madrid,GPE
NER4-0042,"$7,350",MONEY
NER4-0043,2026-08-05,DATE
NER4-0043,Ana Ruiz,PERSON
NER4-0043,Helios Energy,ORG
NER4-0043,New York,GPE
NER4-0043,"$3,760",MONEY
NER4-0044,2026-01-12,DATE
NER4-0044,Ana Ruiz,PERSON
NER4-0044,Helios Energy,ORG
NER4-0044,Berlin,GPE
NER4-0044,"$7,350",MONEY
NER4-0045,2026-08-05,DATE
NER4-0045,Sofia Carter,PERSON
NER4-0045,Orion Logistics,ORG
NER4-0045,Paris,GPE
NER4-0045,$980,MONEY
NER4-0046,2026-01-12,DATE
NER4-0046,Noah Baker,PERSON
NER4-0046,Helios Energy,ORG
NER4-0046,Rome,GPE
NER4-0046,"$7,350",MONEY
NER4-0047,2026-01-12,DATE
NER4-0047,Ana Ruiz,PERSON
NER4-0047,Apex Systems,ORG
NER4-0047,New York,GPE
NER4-0047,"$2,100",MONEY
NER4-0048,2026-03-18,DATE
NER4-0048,Noah Baker,PERSON
NER4-0048,Contoso Labs,ORG
NER4-0048,Paris,GPE
NER4-0048,"$4,850",MONEY
NER4-0049,2026-08-05,DATE
NER4-0049,Emma Rossi,PERSON
NER4-0049,Northwind Group,ORG
NER4-0049,Rome,GPE
NER4-0049,"$7,350",MONEY
NER4-0050,2026-05-09,DATE
NER4-0050,Emma Rossi,PERSON
NER4-0050,Contoso Labs,ORG
NER4-0050,London,GPE
NER4-0050,"$25,000",MONEY
NER4-0051,2026-03-18,DATE
NER4-0051,David Chen,PERSON
NER4-0051,Contoso Labs,ORG
NER4-0051,London,GPE
NER4-0051,"$7,350",MONEY
NER4-0052,2026-03-18,DATE
NER4-0052,Maria Lopez,PERSON
NER4-0052,Helios Energy,ORG
NER4-0052,Dublin,GPE
NER4-0052,"$2,100",MONEY
NER4-0053,2026-03-18,DATE
NER4-0053,Noah Baker,PERSON
NER4-0053,Fabrikam Ops,ORG
NER4-0053,Paris,GPE
NER4-0053,$980,MONEY
NER4-0054,2026-06-14,DATE
NER4-0054,David Chen,PERSON
NER4-0054,Apex Systems,ORG
NER4-0054,Madrid,GPE
NER4-0054,"$12,400",MONEY
NER4-0055,2026-03-18,DATE
NER4-0055,Ana Ruiz,PERSON
NER4-0055,Contoso Labs,ORG
NER4-0055,Rome,GPE
NER4-0055,"$4,850",MONEY
NER4-0056,2026-03-18,DATE
NER4-0056,John Miller,PERSON
NER4-0056,Northwind Group,ORG
NER4-0056,Dublin,GPE
NER4-0056,"$4,850",MONEY
NER4-0057,2026-03-18,DATE
NER4-0057,John Miller,PERSON
NER4-0057,Northwind Group,ORG
NER4-0057,Rome,GPE
NER4-0057,"$18,900",MONEY
NER4-0058,2026-04-22,DATE
NER4-0058,David Chen,PERSON
NER4-0058,Nova Retail,ORG
NER4-0058,London,GPE
NER4-0058,"$18,900",MONEY
NER4-0059,2026-07-21,DATE
NER4-0059,Noah Baker,PERSON
NER4-0059,Helios Energy,ORG
NER4-0059,Berlin,GPE
NER4-0059,"$12,400",MONEY
NER4-0060,2026-08-05,DATE
NER4-0060,Noah Baker,PERSON
NER4-0060,Contoso Labs,ORG
NER4-0060,Paris,GPE
NER4-0060,"$7,350",MONEY
NER4-0061,2026-02-03,DATE
NER4-0061,Maria Lopez,PERSON
NER4-0061,Orion Logistics,ORG
NER4-0061,London,GPE
NER4-0061,"$12,400",MONEY
NER4-0062,2026-08-05,DATE
NER4-0062,Noah Baker,PERSON
NER4-0062,Apex Systems,ORG
NER4-0062,Madrid,GPE
NER4-0062,"$25,000",MONEY
NER4-0063,2026-08-05,DATE
NER4-0063,John Miller,PERSON
NER4-0063,BrightCloud LLC,ORG
NER4-0063,Rome,GPE
NER4-0063,"$18,900",MONEY
NER4-0064,2026-06-14,DATE
NER4-0064,Sofia Carter,PERSON
NER4-0064,BrightCloud LLC,ORG
NER4-0064,London,GPE
NER4-0064,"$12,400",MONEY
NER4-0065,2026-07-21,DATE
NER4-0065,Ana Ruiz,PERSON
NER4-0065,Contoso Labs,ORG
NER4-0065,Madrid,GPE
NER4-0065,"$3,760",MONEY
NER4-0066,2026-02-03,DATE
NER4-0066,John Miller,PERSON
NER4-0066,Orion Logistics,ORG
NER4-0066,New York,GPE
NER4-0066,"$2,100",MONEY
NER4-0067,2026-06-14,DATE
NER4-0067,Ana Ruiz,PERSON
NER4-0067,Nova Retail,ORG
NER4-0067,Dublin,GPE
NER4-0067,"$12,400",MONEY
NER4-0068,2026-03-18,DATE
NER4-0068,Maria Lopez,PERSON
NER4-0068,BrightCloud LLC,ORG
NER4-0068,New York,GPE
NER4-0068,"$12,400",MONEY
NER4-0069,2026-02-03,DATE
NER4-0069,Sofia Carter,PERSON
NER4-0069,Nova Retail,ORG
NER4-0069,London,GPE
NER4-0069,"$25,000",MONEY
NER4-0070,2026-01-12,DATE
NER4-0070,Liam Walker,PERSON
NER4-0070,BrightCloud LLC,ORG
NER4-0070,Rome,GPE
NER4-0070,$980,MONEY
NER4-0071,2026-08-05,DATE
NER4-0071,Sofia Carter,PERSON
NER4-0071,Nova Retail,ORG
NER4-0071,Paris,GPE
NER4-0071,"$2,100",MONEY
NER4-0072,2026-04-22,DATE
NER4-0072,Noah Baker,PERSON
NER4-0072,Northwind Group,ORG
NER4-0072,Lisbon,GPE
NER4-0072,"$12,400",MONEY
NER4-0073,2026-04-22,DATE
NER4-0073,Maria Lopez,PERSON
NER4-0073,Apex Systems,ORG
NER4-0073,Madrid,GPE
NER4-0073,"$2,100",MONEY
NER4-0074,2026-04-22,DATE
NER4-0074,Sofia Carter,PERSON
NER4-0074,Apex Systems,ORG
NER4-0074,Berlin,GPE
NER4-0074,"$7,350",MONEY
NER4-0075,2026-02-03,DATE
NER4-0075,Sofia Carter,PERSON
NER4-0075,BrightCloud LLC,ORG
NER4-0075,Rome,GPE
NER4-0075,"$25,000",MONEY
NER4-0076,2026-07-21,DATE
NER4-0076,Sofia Carter,PERSON
NER4-0076,Contoso Labs,ORG
NER4-0076,Berlin,GPE
NER4-0076,"$3,760",MONEY
NER4-0077,2026-03-18,DATE
NER4-0077,John Miller,PERSON
NER4-0077,Helios Energy,ORG
NER4-0077,Rome,GPE
NER4-0077,$980,MONEY
NER4-0078,2026-06-14,DATE
NER4-0078,John Miller,PERSON
NER4-0078,Helios Energy,ORG
NER4-0078,New York,GPE
NER4-0078,"$2,100",MONEY
NER4-0079,2026-07-21,DATE
NER4-0079,Emma Rossi,PERSON
NER4-0079,BrightCloud LLC,ORG
NER4-0079,Lisbon,GPE
NER4-0079,"$18,900",MONEY
NER4-0080,2026-05-09,DATE
NER4-0080,Maria Lopez,PERSON
NER4-0080,Apex Systems,ORG
NER4-0080,London,GPE
NER4-0080,"$12,400",MONEY
NER4-0081,2026-06-14,DATE
NER4-0081,John Miller,PERSON
NER4-0081,Contoso Labs,ORG
NER4-0081,London,GPE
NER4-0081,"$12,400",MONEY
NER4-0082,2026-03-18,DATE
NER4-0082,Liam Walker,PERSON
NER4-0082,Northwind Group,ORG
NER4-0082,Paris,GPE
NER4-0082,$980,MONEY
NER4-0083,2026-07-21,DATE
NER4-0083,Sofia Carter,PERSON
NER4-0083,Nova Retail,ORG
NER4-0083,London,GPE
NER4-0083,$980,MONEY
NER4-0084,2026-03-18,DATE
NER4-0084,Emma Rossi,PERSON
NER4-0084,Orion Logistics,ORG
NER4-0084,London,GPE
NER4-0084,"$25,000",MONEY
NER4-0085,2026-05-09,DATE
NER4-0085,Noah Baker,PERSON
NER4-0085,Orion Logistics,ORG
NER4-0085,Lisbon,GPE
NER4-0085,"$25,000",MONEY
NER4-0086,2026-06-14,DATE
NER4-0086,John Miller,PERSON
NER4-0086,Nova Retail,ORG
NER4-0086,Berlin,GPE
NER4-0086,"$18,900",MONEY
NER4-0087,2026-08-05,DATE
NER4-0087,Ana Ruiz,PERSON
NER4-0087,Northwind Group,ORG
NER4-0087,Rome,GPE
NER4-0087,"$2,100",MONEY
NER4-0088,2026-03-18,DATE
NER4-0088,Sofia Carter,PERSON
NER4-0088,Nova Retail,ORG
NER4-0088,Berlin,GPE
NER4-0088,"$2,100",MONEY
NER4-0089,2026-06-14,DATE
NER4-0089,Emma Rossi,PERSON
NER4-0089,Helios Energy,ORG
NER4-0089,Madrid,GPE
NER4-0089,$980,MONEY
NER4-0090,2026-08-05,DATE
NER4-0090,Emma Rossi,PERSON
NER4-0090,Fabrikam Ops,ORG
NER4-0090,Berlin,GPE
NER4-0090,"$7,350",MONEY
NER4-0091,2026-07-21,DATE
NER4-0091,Noah Baker,PERSON
NER4-0091,Helios Energy,ORG
NER4-0091,Paris,GPE
NER4-0091,$980,MONEY
NER4-0092,2026-07-21,DATE
NER4-0092,Sofia Carter,PERSON
NER4-0092,Orion Logistics,ORG
NER4-0092,Paris,GPE
NER4-0092,"$7,350",MONEY
NER4-0093,2026-04-22,DATE
NER4-0093,John Miller,PERSON
NER4-0093,Orion Logistics,ORG
NER4-0093,London,GPE
NER4-0093,"$12,400",MONEY
NER4-0094,2026-05-09,DATE
NER4-0094,Ana Ruiz,PERSON
NER4-0094,Nova Retail,ORG
NER4-0094,London,GPE
NER4-0094,"$3,760",MONEY
NER4-0095,2026-08-05,DATE
NER4-0095,Maria Lopez,PERSON
NER4-0095,Contoso Labs,ORG
NER4-0095,Berlin,GPE
NER4-0095,"$3,760",MONEY
NER4-0096,2026-04-22,DATE
NER4-0096,John Miller,PERSON
NER4-0096,Contoso Labs,ORG
NER4-0096,Madrid,GPE
NER4-0096,"$4,850",MONEY
NER4-0097,2026-01-12,DATE
NER4-0097,Emma Rossi,PERSON
NER4-0097,Northwind Group,ORG
NER4-0097,New York,GPE
NER4-0097,"$3,760",MONEY
NER4-0098,2026-02-03,DATE
NER4-0098,Ana Ruiz,PERSON
NER4-0098,Apex Systems,ORG
NER4-0098,Berlin,GPE
NER4-0098,"$7,350",MONEY
NER4-0099,2026-07-21,DATE
NER4-0099,Ana Ruiz,PERSON
NER4-0099,Northwind Group,ORG
NER4-0099,Madrid,GPE
NER4-0099,"$3,760",MONEY
NER4-0100,2026-02-03,DATE
NER4-0100,Emma Rossi,PERSON
NER4-0100,BrightCloud LLC,ORG
NER4-0100,Lisbon,GPE
NER4-0100,"$7,350",MONEY
NER4-0101,2026-05-09,DATE
NER4-0101,David Chen,PERSON
NER4-0101,Orion Logistics,ORG
NER4-0101,Paris,GPE
NER4-0101,"$3,760",MONEY
NER4-0102,2026-01-12,DATE
NER4-0102,Sofia Carter,PERSON
NER4-0102,Helios Energy,ORG
NER4-0102,New York,GPE
NER4-0102,"$18,900",MONEY
NER4-0103,2026-08-05,DATE
NER4-0103,David Chen,PERSON
NER4-0103,Helios Energy,ORG
NER4-0103,Madrid,GPE
NER4-0103,"$3,760",MONEY
NER4-0104,2026-08-05,DATE
NER4-0104,Maria Lopez,PERSON
NER4-0104,Northwind Group,ORG
NER4-0104,Madrid,GPE
NER4-0104,"$7,350",MONEY
NER4-0105,2026-01-12,DATE
NER4-0105,Sofia Carter,PERSON
NER4-0105,Northwind Group,ORG
NER4-0105,London,GPE
NER4-0105,"$7,350",MONEY
NER4-0106,2026-01-12,DATE
NER4-0106,Ana Ruiz,PERSON
NER4-0106,Contoso Labs,ORG
NER4-0106,Lisbon,GPE
NER4-0106,"$12,400",MONEY
NER4-0107,2026-02-03,DATE
NER4-0107,Emma Rossi,PERSON
NER4-0107,Fabrikam Ops,ORG
NER4-0107,New York,GPE
NER4-0107,"$2,100",MONEY
NER4-0108,2026-01-12,DATE
NER4-0108,Emma Rossi,PERSON
NER4-0108,Orion Logistics,ORG
NER4-0108,Dublin,GPE
NER4-0108,"$2,100",MONEY
NER4-0109,2026-07-21,DATE
NER4-0109,Sofia Carter,PERSON
NER4-0109,Apex Systems,ORG
NER4-0109,Dublin,GPE
NER4-0109,"$7,350",MONEY
NER4-0110,2026-03-18,DATE
NER4-0110,Sofia Carter,PERSON
NER4-0110,Northwind Group,ORG
NER4-0110,Rome,GPE
NER4-0110,"$25,000",MONEY
NER4-0111,2026-03-18,DATE
NER4-0111,John Miller,PERSON
NER4-0111,Fabrikam Ops,ORG
NER4-0111,Dublin,GPE
NER4-0111,"$2,100",MONEY
NER4-0112,2026-06-14,DATE
NER4-0112,Liam Walker,PERSON
NER4-0112,Contoso Labs,ORG
NER4-0112,Madrid,GPE
NER4-0112,$980,MONEY
NER4-0113,2026-01-12,DATE
NER4-0113,John Miller,PERSON
NER4-0113,Apex Systems,ORG
NER4-0113,Paris,GPE
NER4-0113,"$2,100",MONEY
NER4-0114,2026-01-12,DATE
NER4-0114,Emma Rossi,PERSON
NER4-0114,Contoso Labs,ORG
NER4-0114,Lisbon,GPE
NER4-0114,"$2,100",MONEY
NER4-0115,2026-02-03,DATE
NER4-0115,David Chen,PERSON
NER4-0115,Fabrikam Ops,ORG
NER4-0115,Paris,GPE
NER4-0115,"$18,900",MONEY
NER4-0116,2026-06-14,DATE
NER4-0116,Noah Baker,PERSON
NER4-0116,Fabrikam Ops,ORG
NER4-0116,Berlin,GPE
NER4-0116,"$18,900",MONEY
NER4-0117,2026-02-03,DATE
NER4-0117,Emma Rossi,PERSON
NER4-0117,BrightCloud LLC,ORG
NER4-0117,London,GPE
NER4-0117,"$4,850",MONEY
NER4-0118,2026-01-12,DATE
NER4-0118,Ana Ruiz,PERSON
NER4-0118,BrightCloud LLC,ORG
NER4-0118,Lisbon,GPE
NER4-0118,$980,MONEY
NER4-0119,2026-01-12,DATE
NER4-0119,Maria Lopez,PERSON
NER4-0119,Northwind Group,ORG
NER4-0119,Rome,GPE
NER4-0119,"$18,900",MONEY
NER4-0120,2026-08-05,DATE
NER4-0120,Noah Baker,PERSON
NER4-0120,Helios Energy,ORG
NER4-0120,Paris,GPE
NER4-0120,"$12,400",MONEY
NER4-0121,2026-03-18,DATE
NER4-0121,Emma Rossi,PERSON
NER4-0121,Apex Systems,ORG
NER4-0121,Berlin,GPE
NER4-0121,$980,MONEY
NER4-0122,2026-04-22,DATE
NER4-0122,Sofia Carter,PERSON
NER4-0122,Orion Logistics,ORG
NER4-0122,Paris,GPE
NER4-0122,"$18,900",MONEY
NER4-0123,2026-03-18,DATE
NER4-0123,David Chen,PERSON
NER4-0123,Fabrikam Ops,ORG
NER4-0123,London,GPE
NER4-0123,$980,MONEY
NER4-0124,2026-03-18,DATE
NER4-0124,Ana Ruiz,PERSON
NER4-0124,Apex Systems,ORG
NER4-0124,London,GPE
NER4-0124,"$18,900",MONEY
NER4-0125,2026-03-18,DATE
NER4-0125,Maria Lopez,PERSON
NER4-0125,Helios Energy,ORG
NER4-0125,New York,GPE
NER4-0125,"$18,900",MONEY
NER4-0126,2026-01-12,DATE
NER4-0126,Maria Lopez,PERSON
NER4-0126,Apex Systems,ORG
NER4-0126,London,GPE
NER4-0126,"$18,900",MONEY
NER4-0127,2026-04-22,DATE
NER4-0127,Emma Rossi,PERSON
NER4-0127,Helios Energy,ORG
NER4-0127,New York,GPE
NER4-0127,"$7,350",MONEY
NER4-0128,2026-07-21,DATE
NER4-0128,Emma Rossi,PERSON
NER4-0128,Fabrikam Ops,ORG
NER4-0128,Madrid,GPE
NER4-0128,"$4,850",MONEY
NER4-0129,2026-06-14,DATE
NER4-0129,Sofia Carter,PERSON
NER4-0129,Orion Logistics,ORG
NER4-0129,Paris,GPE
NER4-0129,"$25,000",MONEY
NER4-0130,2026-06-14,DATE
NER4-0130,Liam Walker,PERSON
NER4-0130,Contoso Labs,ORG
NER4-0130,New York,GPE
NER4-0130,"$4,850",MONEY
NER4-0131,2026-01-12,DATE
NER4-0131,Ana Ruiz,PERSON
NER4-0131,Nova Retail,ORG
NER4-0131,Madrid,GPE
NER4-0131,"$7,350",MONEY
NER4-0132,2026-05-09,DATE
NER4-0132,David Chen,PERSON
NER4-0132,Helios Energy,ORG
NER4-0132,Dublin,GPE
NER4-0132,"$12,400",MONEY
NER4-0133,2026-08-05,DATE
NER4-0133,Emma Rossi,PERSON
NER4-0133,BrightCloud LLC,ORG
NER4-0133,Paris,GPE
NER4-0133,"$7,350",MONEY
NER4-0134,2026-02-03,DATE
NER4-0134,Liam Walker,PERSON
NER4-0134,Helios Energy,ORG
NER4-0134,London,GPE
NER4-0134,"$4,850",MONEY
NER4-0135,2026-06-14,DATE
NER4-0135,Ana Ruiz,PERSON
NER4-0135,Northwind Group,ORG
NER4-0135,Lisbon,GPE
NER4-0135,"$7,350",MONEY
NER4-0136,2026-07-21,DATE
NER4-0136,David Chen,PERSON
NER4-0136,Helios Energy,ORG
NER4-0136,New York,GPE
NER4-0136,"$12,400",MONEY
NER4-0137,2026-01-12,DATE
NER4-0137,John Miller,PERSON
NER4-0137,BrightCloud LLC,ORG
NER4-0137,London,GPE
NER4-0137,$980,MONEY
NER4-0138,2026-02-03,DATE
NER4-0138,David Chen,PERSON
NER4-0138,Fabrikam Ops,ORG
NER4-0138,London,GPE
NER4-0138,"$7,350",MONEY
NER4-0139,2026-03-18,DATE
NER4-0139,Sofia Carter,PERSON
NER4-0139,Fabrikam Ops,ORG
NER4-0139,New York,GPE
NER4-0139,"$4,850",MONEY
NER4-0140,2026-05-09,DATE
NER4-0140,Ana Ruiz,PERSON
NER4-0140,Apex Systems,ORG
NER4-0140,Rome,GPE
NER4-0140,"$7,350",MONEY
NER4-0141,2026-07-21,DATE
NER4-0141,Liam Walker,PERSON
NER4-0141,Fabrikam Ops,ORG
NER4-0141,London,GPE
NER4-0141,"$12,400",MONEY
NER4-0142,2026-03-18,DATE
NER4-0142,Noah Baker,PERSON
NER4-0142,Contoso Labs,ORG
NER4-0142,Madrid,GPE
NER4-0142,"$25,000",MONEY
NER4-0143,2026-01-12,DATE
NER4-0143,Ana Ruiz,PERSON
NER4-0143,Helios Energy,ORG
NER4-0143,Madrid,GPE
NER4-0143,$980,MONEY
NER4-0144,2026-03-18,DATE
NER4-0144,Emma Rossi,PERSON
NER4-0144,Fabrikam Ops,ORG
NER4-0144,London,GPE
NER4-0144,"$3,760",MONEY
NER4-0145,2026-05-09,DATE
NER4-0145,Emma Rossi,PERSON
NER4-0145,Contoso Labs,ORG
NER4-0145,Rome,GPE
NER4-0145,$980,MONEY
NER4-0146,2026-04-22,DATE
NER4-0146,Ana Ruiz,PERSON
NER4-0146,Nova Retail,ORG
NER4-0146,Berlin,GPE
NER4-0146,"$4,850",MONEY
NER4-0147,2026-04-22,DATE
NER4-0147,Noah Baker,PERSON
NER4-0147,Helios Energy,ORG
NER4-0147,Paris,GPE
NER4-0147,"$25,000",MONEY
NER4-0148,2026-04-22,DATE
NER4-0148,Sofia Carter,PERSON
NER4-0148,Orion Logistics,ORG
NER4-0148,Berlin,GPE
NER4-0148,"$4,850",MONEY
NER4-0149,2026-03-18,DATE
NER4-0149,David Chen,PERSON
NER4-0149,Helios Energy,ORG
NER4-0149,Madrid,GPE
NER4-0149,"$25,000",MONEY
NER4-0150,2026-04-22,DATE
NER4-0150,Ana Ruiz,PERSON
NER4-0150,Helios Energy,ORG
NER4-0150,Madrid,GPE
NER4-0150,$980,MONEY
NER4-0151,2026-06-14,DATE
NER4-0151,John Miller,PERSON
NER4-0151,Nova Retail,ORG
NER4-0151,Lisbon,GPE
NER4-0151,"$7,350",MONEY
NER4-0152,2026-07-21,DATE
NER4-0152,John Miller,PERSON
NER4-0152,Helios Energy,ORG
NER4-0152,Berlin,GPE
NER4-0152,"$25,000",MONEY
NER4-0153,2026-06-14,DATE
NER4-0153,Liam Walker,PERSON
NER4-0153,Nova Retail,ORG
NER4-0153,Madrid,GPE
NER4-0153,$980,MONEY
NER4-0154,2026-01-12,DATE
NER4-0154,Sofia Carter,PERSON
NER4-0154,BrightCloud LLC,ORG
NER4-0154,Paris,GPE
NER4-0154,"$12,400",MONEY
NER4-0155,2026-08-05,DATE
NER4-0155,Emma Rossi,PERSON
NER4-0155,Helios Energy,ORG
NER4-0155,New York,GPE
NER4-0155,$980,MONEY
NER4-0156,2026-07-21,DATE
NER4-0156,Liam Walker,PERSON
NER4-0156,Helios Energy,ORG
NER4-0156,New York,GPE
NER4-0156,"$2,100",MONEY
NER4-0157,2026-06-14,DATE
NER4-0157,Noah Baker,PERSON
NER4-0157,Apex Systems,ORG
NER4-0157,Rome,GPE
NER4-0157,"$2,100",MONEY
NER4-0158,2026-03-18,DATE
NER4-0158,Noah Baker,PERSON
NER4-0158,Orion Logistics,ORG
