doc_id,text
NER4-0033,"On 2026-06-14, Emma Rossi from Nova Retail signed a contract in Berlin for $18,900."
NER4-0034,"On 2026-08-05, Sofia Carter from Apex Systems signed a contract in Paris for $12,400."
NER4-0035,"On 2026-06-14, Ana Ruiz from Fabrikam Ops signed a contract in London for $980."
NER4-0036,"On 2026-07-21, John Miller from Northwind Group signed a contract in Rome for $18,900."
NER4-0037,"On 2026-02-03, David Chen from Apex Systems signed a contract in Paris for $25,000."
NER4-0038,"On 2026-06-14, John Miller from Orion Logistics signed a contract in London for $980."
NER4-0039,"On 2026-06-14, John Miller from Northwind Group signed a contract in Berlin for $18,900."
NER4-0040,"On 2026-04-22, Maria Lopez from Helios Energy signed a contract in Madrid for $18,900."
NER4-0041,"On 2026-03-18, Emma Rossi from Northwind Group signed a contract in Lisbon for $980."
NER4-0042,"On 2026-08-05, John Miller from Contoso Labs signed a contract in Madrid for $7,350."
NER4-0043,"On 2026-08-05, Ana Ruiz from Helios Energy signed a contract in New York for $3,760."
NER4-0044,"On 2026-01-12, Ana Ruiz from Helios Energy signed a contract in Berlin for $7,350."
NER4-0045,"On 2026-08-05, Sofia Carter from Orion Logistics signed a contract in Paris for $980."
NER4-0046,"On 2026-01-12, Noah Baker from Helios Energy signed a contract in Rome for $7,350."
NER4-0047,"On 2026-01-12, Ana Ruiz from Apex Systems signed a contract in New York for $2,100."
NER4-0048,"On 2026-03-18, Noah Baker from Contoso Labs signed a contract in Paris for $4,850."
NER4-0049,"On 2026-08-05, Emma Rossi from Northwind Group signed a contract in Rome for $7,350."
NER4-0050,"On 2026-05-09, Emma Rossi from Contoso Labs signed a contract in London for $25,000."
NER4-0051,"On 2026-03-18, David Chen from Contoso Labs signed a contract in London for $7,350."
NER4-0052,"On 2026-03-18, Maria Lopez from Helios Energy signed a contract in Dublin for $2,100."
NER4-0053,"On 2026-03-18, Noah Baker from Fabrikam Ops signed a contract in Paris for $980."
NER4-0054,"On 2026-06-14, David Chen from Apex Systems signed a contract in Madrid for $12,400."
NER4-0055,"On 2026-03-18, Ana Ruiz from Contoso Labs signed a contract in Rome for $4,850."
NER4-0056,"On 2026-03-18, John Miller from Northwind Group signed a contract in Dublin for $4,850."
NER4-0057,"On 2026-03-18, John Miller from Northwind Group signed a contract in Rome for $18,900."
NER4-0058,"On 2026-04-22, David Chen from Nova Retail signed a contract in London for $18,900."
NER4-0059,"On 2026-07-21, Noah Baker from Helios Energy signed a contract in Berlin for $12,400."
NER4-0060,"On 2026-08-05, Noah Baker from Contoso Labs signed a contract in Paris for $7,350."
NER4-0061,"On 2026-02-03, Maria Lopez from Orion Logistics signed a contract in London for $12,400."
NER4-0062,"On 2026-08-05, Noah Baker from Apex Systems signed a contract in Madrid for $25,000."
NER4-0063,"On 2026-08-05, John Miller from BrightCloud LLC signed a contract in Rome for $18,900."
NER4-0064,"On 2026-06-14, Sofia Carter from BrightCloud LLC signed a contract in London for $12,400."
NER4-0065,"On 2026-07-21, Ana Ruiz from Contoso Labs signed a contract in Madrid for $3,760."
NER4-0066,"On 2026-02-03, John Miller from Orion Logistics signed a contract in New York for $2,100."
NER4-0067,"On 2026-06-14, Ana Ruiz from Nova Retail signed a contract in Dublin for $12,400."
NER4-0068,"On 2026-03-18, Maria Lopez from BrightCloud LLC signed a contract in New York for $12,400."
NER4-0069,"On 2026-02-03, Sofia Carter from Nova Retail signed a contract in London for $25,000."
NER4-0070,"On 2026-01-12, Liam Walker from BrightCloud LLC signed a contract in Rome for $980."
NER4-0071,"On 2026-08-05, Sofia Carter from Nova Retail signed a contract in Paris for $2,100."
NER4-0072,"On 2026-04-22, Noah Baker from Northwind Group signed a contract in Lisbon for $12,400."
NER4-0073,"On 2026-04-22, Maria Lopez from Apex Systems signed a contract in Madrid for $2,100."
NER4-0074,"On 2026-04-22, Sofia Carter from Apex Systems signed a contract in Berlin for $7,350."
NER4-0075,"On 2026-02-03, Sofia Carter from BrightCloud LLC signed a contract in Rome for $25,000."
NER4-0076,"On 2026-07-21, Sofia Carter from Contoso Labs signed a contract in Berlin for $3,760."
NER4-0077,"On 2026-03-18, John Miller from Helios Energy signed a contract in Rome for $980."
NER4-0078,"On 2026-06-14, John Miller from Helios Energy signed a contract in New York for $2,100."
NER4-0079,"On 2026-07-21, Emma Rossi from BrightCloud LLC signed a contract in Lisbon for $18,900."
NER4-0080,"On 2026-05-09, Maria Lopez from Apex Systems signed a contract in London for $12,400."
NER4-0081,"On 2026-06-14, John Miller from Contoso Labs signed a contract in London for $12,400."
NER4-0082,"On 2026-03-18, Liam Walker from Northwind Group signed a contract in Paris for $980."
NER4-0083,"On 2026-07-21, Sofia Carter from Nova Retail signed a contract in London for $980."
NER4-0084,"On 2026-03-18, Emma Rossi from Orion Logistics signed a contract in London for $25,000."
NER4-0085,"On 2026-05-09, Noah Baker from Orion Logistics signed a contract in Lisbon for $25,000."
NER4-0086,"On 2026-06-14, John Miller from Nova Retail signed a contract in Berlin for $18,900."
NER4-0087,"On 2026-08-05, Ana Ruiz from Northwind Group signed a contract in Rome for $2,100."
NER4-0088,"On 2026-03-18, Sofia Carter from Nova Retail signed a contract in Berlin for $2,100."
NER4-0089,"On 2026-06-14, Emma Rossi from Helios Energy signed a contract in Madrid for $980."
NER4-0090,"On 2026-08-05, Emma Rossi from Fabrikam Ops signed a contract in Berlin for $7,350."
NER4-0091,"On 2026-07-21, Noah Baker from Helios Energy signed a contract in Paris for $980."
NER4-0092,"On 2026-07-21, Sofia Carter from Orion Logistics signed a contract in Paris for $7,350."
NER4-0093,"On 2026-04-22, John Miller from Orion Logistics signed a contract in London for $12,400."
NER4-0094,"On 2026-05-09, Ana Ruiz from Nova Retail signed a contract in London for $3,760."
NER4-0095,"On 2026-08-05, Maria Lopez from Contoso Labs signed a contract in Berlin for $3,760."
NER4-0096,"On 2026-04-22, John Miller from Contoso Labs signed a contract in Madrid for $4,850."
NER4-0097,"On 2026-01-12, Emma Rossi from Northwind Group signed a contract in New York for $3,760."
NER4-0098,"On 2026-02-03, Ana Ruiz from Apex Systems signed a contract in Berlin for $7,350."
NER4-0099,"On 2026-07-21, Ana Ruiz from Northwind Group signed a contract in Madrid for $3,760."
NER4-0100,"On 2026-02-03, Emma Rossi from BrightCloud LLC signed a contract in Lisbon for $7,350."
NER4-0101,"On 2026-05-09, David Chen from Orion Logistics signed a contract in Paris for $3,760."
NER4-0102,"On 2026-01-12, Sofia Carter from Helios Energy signed a contract in New York for $18,900."
NER4-0103,"On 2026-08-05, David Chen from Helios Energy signed a contract in Madrid for $3,760."
NER4-0104,"On 2026-08-05, Maria Lopez from Northwind Group signed a contract in Madrid for $7,350."
NER4-0105,"On 2026-01-12, Sofia Carter from Northwind Group signed a contract in London for $7,350."
NER4-0106,"On 2026-01-12, Ana Ruiz from Contoso Labs signed a contract in Lisbon for $12,400."
NER4-0107,"On 2026-02-03, Emma Rossi from Fabrikam Ops signed a contract in New York for $2,100."
NER4-0108,"On 2026-01-12, Emma Rossi from Orion Logistics signed a contract in Dublin for $2,100."
NER4-0109,"On 2026-07-21, Sofia Carter from Apex Systems signed a contract in Dublin for $7,350."
NER4-0110,"On 2026-03-18, Sofia Carter from Northwind Group signed a contract in Rome for $25,000."
NER4-0111,"On 2026-03-18, John Miller from Fabrikam Ops signed a contract in Dublin for $2,100."
NER4-0112,"On 2026-06-14, Liam Walker from Contoso Labs signed a contract in Madrid for $980."
NER4-0113,"On 2026-01-12, John Miller from Apex Systems signed a contract in Paris for $2,100."
NER4-0114,"On 2026-01-12, Emma Rossi from Contoso Labs signed a contract in Lisbon for $2,100."
NER4-0115,"On 2026-02-03, David Chen from Fabrikam Ops signed a contract in Paris for $18,900."
NER4-0116,"On 2026-06-14, Noah Baker from Fabrikam Ops signed a contract in Berlin for $18,900."
NER4-0117,"On 2026-02-03, Emma Rossi from BrightCloud LLC signed a contract in London for $4,850."
NER4-0118,"On 2026-01-12, Ana Ruiz from BrightCloud LLC signed a contract in Lisbon for $980."
NER4-0119,"On 2026-01-12, Maria Lopez from Northwind Group signed a contract in Rome for $18,900."
NER4-0120,"On 2026-08-05, Noah Baker from Helios Energy signed a contract in Paris for $12,400."
NER4-0121,"On 2026-03-18, Emma Rossi from Apex Systems signed a contract in Berlin for $980."
NER4-0122,"On 2026-04-22, Sofia Carter from Orion Logistics signed a contract in Paris for $18,900."
NER4-0123,"On 2026-03-18, David Chen from Fabrikam Ops signed a contract in London for $980."
NER4-0124,"On 2026-03-18, Ana Ruiz from Apex Systems signed a contract in London for $18,900."
NER4-0125,"On 2026-03-18, Maria Lopez from Helios Energy signed a contract in New York for $18,900."
NER4-0126,"On 2026-01-12, Maria Lopez from Apex Systems signed a contract in London for $18,900."
NER4-0127,"On 2026-04-22, Emma Rossi from Helios Energy signed a contract in New York for $7,350."
NER4-0128,"On 2026-07-21, Emma Rossi from Fabrikam Ops signed a contract in Madrid for $4,850."
NER4-0129,"On 2026-06-14, Sofia Carter from Orion Logistics signed a contract in Paris for $25,000."
NER4-0130,"On 2026-06-14, Liam Walker from Contoso Labs signed a contract in New York for $4,850."
NER4-0131,"On 2026-01-12, Ana Ruiz from Nova Retail signed a contract in Madrid for $7,350."
NER4-0132,"On 2026-05-09, David Chen from Helios Energy signed a contract in Dublin for $12,400."
NER4-0133,"On 2026-08-05, Emma Rossi from BrightCloud LLC signed a contract in Paris for $7,350."
NER4-0134,"On 2026-02-03, Liam Walker from Helios Energy signed a contract in London for $4,850."
NER4-0135,"On 2026-06-14, Ana Ruiz from Northwind Group signed a contract in Lisbon for $7,350."
NER4-0136,"On 2026-07-21, David Chen from Helios Energy signed a contract in New York for $12,400."
NER4-0137,"On 2026-01-12, John Miller from BrightCloud LLC signed a contract in London for $980."
NER4-0138,"On 2026-02-03, David Chen from Fabrikam Ops signed a contract in London for $7,350."
NER4-0139,"On 2026-03-18, Sofia Carter from Fabrikam Ops signed a contract in New York for $4,850."
NER4-0140,"On 2026-05-09, Ana Ruiz from Apex Systems signed a contract in Rome for $7,350."
NER4-0141,"On 2026-07-21, Liam Walker from Fabrikam Ops signed a contract in London for $12,400."
NER4-0142,"On 2026-03-18, Noah Baker from Contoso Labs signed a contract in Madrid for $25,000."
NER4-0143,"On 2026-01-12, Ana Ruiz from Helios Energy signed a contract in Madrid for $980."
NER4-0144,"On 2026-03-18, Emma Rossi from Fabrikam Ops signed a contract in London for $3,760."
NER4-0145,"On 2026-05-09, Emma Rossi from Contoso Labs signed a contract in Rome for $980."
NER4-0146,"On 2026-04-22, Ana Ruiz from Nova Retail signed a contract in Berlin for $4,850."
NER4-0147,"On 2026-04-22, Noah Baker from Helios Energy signed a contract in Paris for $25,000."
NER4-0148,"On 2026-04-22, Sofia Carter from Orion Logistics signed a contract in Berlin for $4,850."
NER4-0149,"On 2026-03-18, David Chen from Helios Energy signed a contract in Madrid for $25,000."
NER4-0150,"On 2026-04-22, Ana Ruiz from Helios Energy signed a contract in Madrid for $980."
NER4-0151,"On 2026-06-14, John Miller from Nova Retail signed a contract in Lisbon for $7,350."
NER4-0152,"On 2026-07-21, John Miller from Helios Energy signed a contract in Berlin for $25,000."
NER4-0153,"On 2026-06-14, Liam Walker from Nova Retail signed a contract in Madrid for $980."
NER4-0154,"On 2026-01-12, Sofia Carter from BrightCloud LLC signed a contract in Paris for $12,400."
NER4-0155,"On 2026-08-05, Emma Rossi from Helios Energy signed a contract in New York for $980."
NER4-0156,"On 2026-07-21, Liam Walker from Helios Energy signed a contract in New York for $2,100."
NER4-0157,"On 2026-06-14, Noah Baker from Apex Systems signed a contract in Rome for $2,100."
NER4-0158,"On 2026-03-18, Noah Baker from Orion Logistics signed a contract in Dublin for $3,760."
NER4-0159,"On 2026-08-05, Ana Ruiz from BrightCloud LLC signed a contract in New York for $2,100."
NER4-0160,"On 2026-03-18, Sofia Carter from Nova Retail signed a contract in Paris for $2,100."
